source,target,weight
Jan Lachmair,Erzsébet Merényi,1
Jan Lachmair,Mario Porrmann,1
Ulrich Rückert,Erzsébet Merényi,2
Ulrich Rückert,Mario Porrmann,1
Amine Chaibi,Mustapha Lebbah,1
Amine Chaibi,Hanane Azzag,1
Mustapha Lebbah,Hanane Azzag,6
Mustapha Lebbah,Etienne Goffinet,1
Mustapha Lebbah,Loïc Giraldi,1
Mustapha Lebbah,Anthony Coutant,1
Mustapha Lebbah,Kodjo Amekoe,1
Mustapha Lebbah,Mohamed Dilmi,1
Mustapha Lebbah,Zaineb Dagdia,1
Mustapha Lebbah,Gregoire Jaffre,1
Mustapha Lebbah,Dina Andriantsiory,1
Mustapha Lebbah,Joseph Geloun,1
Mustapha Lebbah,Abdellah Madane,1
Mustapha Lebbah,Florent Forest,1
Mustapha Lebbah,Jérôme Lacaille,1
Mustapha Lebbah,Bilal Faye,1
Mustapha Lebbah,Djamel Bouchaffra,1
Mustapha Lebbah,Thomas Binet,1
Mustapha Lebbah,Jerome Lacaille,1
Hanane Azzag,Etienne Goffinet,1
Hanane Azzag,Loïc Giraldi,1
Hanane Azzag,Anthony Coutant,1
Hanane Azzag,Kodjo Amekoe,1
Hanane Azzag,Mohamed Dilmi,1
Hanane Azzag,Zaineb Dagdia,1
Hanane Azzag,Gregoire Jaffre,1
Hanane Azzag,Abdellah Madane,1
Hanane Azzag,Florent Forest,1
Hanane Azzag,Jérôme Lacaille,1
Hanane Azzag,Bilal Faye,1
Hanane Azzag,Djamel Bouchaffra,1
Hanane Azzag,Thomas Binet,1
Hanane Azzag,Jerome Lacaille,1
Lubomir Kostal,Petr Lansky,1
Lubomir Kostal,Ondrej Pokora,1
Petr Lansky,Ondrej Pokora,1
Lena Chekina,Lior Rokach,1
Lena Chekina,Bracha Shapira,1
Lior Rokach,Bracha Shapira,1
Phil Weber,Behzad Bordbar,1
Carlos De Almeida,Renata De Souza,1
Carlos De Almeida,Ana Lúcia,1
Carlos De Almeida,B Candeias,1
Renata De Souza,Ana Lúcia,1
Renata De Souza,B Candeias,1
Ana Lúcia,B Candeias,1
David Martinez-Rego,Evan Kriminger,1
David Martinez-Rego,Jose Principe,1
David Martinez-Rego,Oscar Fontenla-Romero,1
David Martinez-Rego,Beatriz Remeseiro,1
David Martinez-Rego,Konstantinos Sechidis,1
Evan Kriminger,Jose Principe,1
Evan Kriminger,Oscar Fontenla-Romero,1
Jose Principe,Oscar Fontenla-Romero,1
Oscar Fontenla-Romero,Iago Porto-Díaz,1
Oscar Fontenla-Romero,David Martínez-Rego,2
Oscar Fontenla-Romero,Diego Fernandez-Francos,1
Oscar Fontenla-Romero,Diego Rego-Fernández,2
Oscar Fontenla-Romero,Marcelo Gómez-Casal,1
Oscar Fontenla-Romero,Elena Hernández-Pereira,1
Alexandre Barachant,Stéphane Bonnet,1
Brieuc Conan-Guez,Alain Gély,1
Brieuc Conan-Guez,Lydia Boudjeloud-Assala,1
Brieuc Conan-Guez,Alexandre Blansché,1
Brieuc Conan-Guez,Claire Theobald,1
Brieuc Conan-Guez,Frédéric Pennerath,1
Brieuc Conan-Guez,Miguel Couceiro,1
Brieuc Conan-Guez,Amedeo Napoli,1
Hela Daassi-Gnaba,Yacine Oussar,1
Micha Szulc,Pierre-André Farine,1
Pierre-André Farine,Tomasz Talaśka,1
Ben Mcelroy,Michael Gillham,1
Ben Mcelroy,Gareth Howells,1
Ben Mcelroy,Sarah Spurgeon,1
Ben Mcelroy,Stephen Kelly,1
Ben Mcelroy,John Batchelor,1
Ben Mcelroy,Matthew Pepper,1
Michael Gillham,Gareth Howells,1
Michael Gillham,Sarah Spurgeon,1
Michael Gillham,Stephen Kelly,1
Michael Gillham,John Batchelor,1
Michael Gillham,Matthew Pepper,1
Gareth Howells,Sarah Spurgeon,1
Gareth Howells,Stephen Kelly,1
Gareth Howells,John Batchelor,1
Gareth Howells,Matthew Pepper,1
Sarah Spurgeon,Stephen Kelly,1
Sarah Spurgeon,John Batchelor,1
Sarah Spurgeon,Matthew Pepper,1
Stephen Kelly,John Batchelor,1
Stephen Kelly,Matthew Pepper,1
John Batchelor,Matthew Pepper,1
Praveen Ashok,Bavishna Praveen,1
Praveen Ashok,Kishan Dholakia,1
Bavishna Praveen,Kishan Dholakia,1
Hannes Riechmann,Andrea Finke,1
Zaid Towfic,Jianshu Chen,1
Zaid Towfic,Ali Sayed,1
Jianshu Chen,Ali Sayed,1
J Gutiérrez,D San-Martín,1
J Gutiérrez,S Ortín,1
J Gutiérrez,L Pesquera,1
J Gutiérrez,L Cdtuc,1
J Gutiérrez,Santander -Spain,1
D San-Martín,S Ortín,1
D San-Martín,L Pesquera,1
D San-Martín,L Cdtuc,1
D San-Martín,Santander -Spain,1
S Ortín,L Pesquera,1
S Ortín,L Cdtuc,1
S Ortín,Santander -Spain,1
L Pesquera,L Cdtuc,1
L Pesquera,Santander -Spain,1
L Cdtuc,Santander -Spain,1
Arne Heittmann,Tobias Noll,1
Lluís Belanche,Jerónimo Hernández,1
Lluís Belanche,Alessandra Tosi,1
Lluís Belanche,Vladimer Kobayashi,1
Lluís Belanche,Tomàs Aluja,1
Lluís Belanche,Gabriel Prat,1
Lluís Belanche,Albert Vilamala,1
Dries Geebelen,Kim Batselier,1
Dries Geebelen,Philippe Dreesen,1
Dries Geebelen,Marco Signoretto,1
Dries Geebelen,Joos Vandewalle,1
Kim Batselier,Philippe Dreesen,3
Kim Batselier,Marco Signoretto,1
Kim Batselier,Joos Vandewalle,1
Philippe Dreesen,Marco Signoretto,1
Philippe Dreesen,Joos Vandewalle,1
Marco Signoretto,Joos Vandewalle,1
Klaus Neumann,Felix Reinhart,1
Ò Óòý Åóùö Ù,¸éù Òø Ò Öø Ð Ñý,1
Ò Óòý Åóùö Ù,¸ Ùö Ð Ò Å Ýóù,1
Ò Óòý Åóùö Ù,¸ Óùý¹è Ðð Ö 1 ¸ Ò Ø Óòý Ä Öù,1
Ò Óòý Åóùö Ù,¸à Ð Ò È Ù Ñ¹åó ×ý,1
¸éù Òø Ò Öø Ð Ñý,¸ Ùö Ð Ò Å Ýóù,1
¸éù Òø Ò Öø Ð Ñý,¸ Óùý¹è Ðð Ö 1 ¸ Ò Ø Óòý Ä Öù,1
¸éù Òø Ò Öø Ð Ñý,¸à Ð Ò È Ù Ñ¹åó ×ý,1
¸ Ùö Ð Ò Å Ýóù,¸ Óùý¹è Ðð Ö 1 ¸ Ò Ø Óòý Ä Öù,1
¸ Ùö Ð Ò Å Ýóù,¸à Ð Ò È Ù Ñ¹åó ×ý,1
¸ Óùý¹è Ðð Ö 1 ¸ Ò Ø Óòý Ä Öù,¸à Ð Ò È Ù Ñ¹åó ×ý,1
Caio Souza,Flavio Nobre,1
Caio Souza,Robson Silva,1
Caio Souza,Rodrigo Brindeiro,1
Flavio Nobre,Robson Silva,1
Flavio Nobre,Rodrigo Brindeiro,1
Robson Silva,Rodrigo Brindeiro,1
Alexis Lechervy,Philippe-Henri Gosselin,1
Alexis Lechervy,Frédéric Precioso,1
Philippe-Henri Gosselin,Frédéric Precioso,1
Philippe-Henri Gosselin,David Picard,3
Philippe-Henri Gosselin,Jerome Fellus,2
Maxime Maillot,Michaël Aupetit,1
Maxime Maillot,Gerard Govaert,1
Michaël Aupetit,Gerard Govaert,1
Michaël Aupetit,Rene Cutura,1
Michaël Aupetit,Stefan Holzer,1
Michaël Aupetit,Michael Sedlmair,1
Michaël Aupetit,Sorina Mustatea,1
Michaël Aupetit,Jaakko Peltonen,1
Michaël Aupetit,Denys Dutykh,1
Jérôme Paul,Pierre Dupont,2
Jérôme Paul,Samuel Branders,1
Jérôme Paul,Arthur Ooghe,1
Jérôme Paul,Alvaro Pereira,1
Pierre Dupont,Samuel Branders,1
Pierre Dupont,Victor Hamer,1
Erzsébet Merényi,Mario Porrmann,1
Erzsébet Merényi,Josh Taylor,1
Erzsébet Merényi,Luis Sanchez,1
Erzsébet Merényi,Christopher Tunnell,1
E Merényi,W Farrand,1
Faicel Chamroukhi,Hervé Glotin,2
Faicel Chamroukhi,Céline Rabouy,1
Faicel Chamroukhi,Marius Bartcus,1
Faicel Chamroukhi,Bao Huynh,1
Hervé Glotin,Céline Rabouy,1
Hervé Glotin,Marius Bartcus,1
Grzegorz Zycinski,Margherita Squillario,1
Grzegorz Zycinski,Tiziana Sanavia,1
Grzegorz Zycinski,Barbara Camillo,1
Margherita Squillario,Tiziana Sanavia,1
Margherita Squillario,Barbara Camillo,1
Tiziana Sanavia,Barbara Camillo,1
Barbara Camillo,Enrico Grisan,1
Barbara Camillo,Alessandro Zandonà,1
S Ortega-Martorell,B Walters,1
S Ortega-Martorell,I Olier,1
Mohammad Niknazar,Bertrand Rivet,1
Bertrand Rivet,Rémi Souriau,1
Bertrand Rivet,Julie Fontecave-Jallon,1
Saba Yahyaa,Bernard Manderick,3
Saba Yahyaa,Madalina Drugan,1
Bernard Manderick,Madalina Drugan,1
Bernard Manderick,Edna Milgo,1
Bernard Manderick,Nixon Ronoh,1
Bernard Manderick,Peter Waiganjo,1
Ananda Freire,Av N -Bloco,1
Ananda Freire,Fortaleza -Brazil,1
Ananda Freire,João Gomes,1
Ananda Freire,Diego Mesquita,1
Ananda Freire,Amauri Souza Junior,1
Ananda Freire,Tommi Karkkainen,1
Av N -Bloco,Fortaleza -Brazil,1
Nicolas Cheifetz,Allou Samé,1
Nicolas Cheifetz,Patrice Aknin,1
Nicolas Cheifetz,Emmanuel De Verdalle,1
Allou Samé,Patrice Aknin,1
Allou Samé,Emmanuel De Verdalle,1
Allou Samé,Ferhat Attal,1
Allou Samé,Abderrahmane Boubezoul,1
Allou Samé,Latifa Oukhellou,3
Allou Samé,Louise Bonfils,1
Allou Samé,Etienne Côme,1
Allou Samé,Lijun Sun,1
Patrice Aknin,Emmanuel De Verdalle,1
Patrice Aknin,Johanna Baro,1
Patrice Aknin,Etienne Come,1
Patrice Aknin,Olivier Bonin,1
Robinel Audrey,Puzenat Didier,2
Hunor Jakab,Lehel Csató,1
Lehel Csató,Zalán Bodó,2
Martin Spüler,Armin Walter,1
Martin Spüler,Georgios Naros,1
Martin Spüler,Alireza Gharabaghi,1
Ali Faisal,Jussi Gillberg,1
Ali Faisal,Jaakko Peltonen,1
Ali Faisal,Gayle Leen,1
Ali Faisal,Samuel Kaski,1
Jussi Gillberg,Jaakko Peltonen,1
Jussi Gillberg,Gayle Leen,1
Jussi Gillberg,Samuel Kaski,1
Jaakko Peltonen,Gayle Leen,1
Jaakko Peltonen,Samuel Kaski,1
Jaakko Peltonen,Sorina Mustatea,1
Jaakko Peltonen,Denys Dutykh,1
Gayle Leen,Samuel Kaski,1
Madalina Olteanu,James Ridgway,1
Madalina Olteanu,Nathalie Villa-Vialaneix,2
Madalina Olteanu,Christine Cierco-Ayrolles,1
Madalina Olteanu,Cynthia Faure,1
Madalina Olteanu,Jean-Marc Bardet,1
Madalina Olteanu,Jérôme Lacaille,1
Madalina Olteanu,Jérôme Mariette,1
Madalina Olteanu,Julien Randon-Furling,1
Madalina Olteanu,William Clark,1
Madalina Olteanu,Marie Chavent,2
Madalina Olteanu,Jerome Lacaille,2
Madalina Olteanu,Alex Mourer,2
Daniel Hernández-Lobato,Gonzalo Martínez-Muñoz,1
Daniel Hernández-Lobato,Alberto Suárez,1
Daniel Hernández-Lobato,Daniel Fernández-Sánchez,1
Gonzalo Martínez-Muñoz,Alberto Suárez,2
Gonzalo Martínez-Muñoz,Maryam Sabzevari,1
Gonzalo Martínez-Muñoz,Seyedsaman Emami,1
Alberto Suárez,Maryam Sabzevari,1
Marika Kästner,Mandy Lange,1
Alois Knoll,Hans-Georg Zimmermann,1
Hans-Georg Zimmermann,Michel Tokic,1
Hans-Georg Zimmermann,Anja Von Beuningen,1
Hans-Georg Zimmermann,Christoph Tietz,1
Josep Guimerá-Tomás,Marcelino Martínez-Sober,1
Josep Guimerá-Tomás,Antonio Serrano-López,1
Marcelino Martínez-Sober,Antonio Serrano-López,2
Marcelino Martínez-Sober,Fernando Mateo,1
Marcelino Martínez-Sober,María Téllez-Plaza,1
Marcelino Martínez-Sober,Josep Redón,1
Marcelino Martínez-Sober,Iván Vallés-Pérez,1
Antonio Serrano-López,Iván Vallés-Pérez,1
Marcel Hermkes,Nicolas Kuehn,1
Marcel Hermkes,Carsten Riggelsen,1
Nicolas Kuehn,Carsten Riggelsen,1
Julien Jacques,Cristian Preda,1
Alessandro Rudi,Gabriele Chiusano,1
Jan Steckel,Andre Boen,1
Jan Steckel,Dieter Vanderelst,1
Andre Boen,Dieter Vanderelst,1
Peter Wittek,Sándor Darányi,1
Peter Wittek,Pantita Palittapongarnpim,1
Peter Wittek,Barry Sanders,1
Peter Wittek,Katya Kudashkina,1
Peter Wittek,Jamie Kiros,1
Peter Wittek,Graham Taylor,1
Y Yang,S Chevallier,1
Y Yang,J Wiart,1
Y Yang,I Bloch,1
S Chevallier,J Wiart,1
S Chevallier,I Bloch,1
J Wiart,I Bloch,1
Arnaud Joly,Pierre Geurts,1
Pierre Geurts,Samir Azrour,1
Pierre Geurts,Sébastien Piérard,1
Pierre Geurts,Marc Van Droogenbroeck,1
Pierre Geurts,Tassadit Bouadi,1
Pierre Geurts,Luis Galárraga,1
Pierre Geurts,Gilles Perrouin,1
Sebastian Millner,Andreas Hartel,1
Sebastian Millner,Johannes Schemmel,1
Sebastian Millner,Karlheinz Meier,1
Andreas Hartel,Johannes Schemmel,1
Andreas Hartel,Karlheinz Meier,1
Johannes Schemmel,Karlheinz Meier,1
Davide Bacciu,Filippo Benedetti,1
Davide Bacciu,Michele Colombo,1
Davide Bacciu,Davide Morelli,1
Davide Bacciu,David Plans,1
Davide Bacciu,Ruxandra Stoean,1
Davide Bacciu,Daniele Castellana,2
Davide Bacciu,Marco Podda,4
Davide Bacciu,Francesco Crecchi,2
Davide Bacciu,Battista Biggio,2
Davide Bacciu,Federico Errica,5
Davide Bacciu,Danilo Mandic,1
Davide Bacciu,Paolo Milazzo,1
Davide Bacciu,Cyril De Bodt,1
Davide Bacciu,Filippo Bianchi,1
Davide Bacciu,Benjamin Paassen,1
Davide Bacciu,Cesare Alippi,1
Davide Bacciu,Andrea Valenti,2
Davide Bacciu,Stefano Berti,1
Davide Bacciu,Andrea Cossu,5
Davide Bacciu,Antonio Carta,1
Davide Bacciu,Vincenzo Lomonaco,2
Davide Bacciu,Federico Matteoni,1
Davide Bacciu,Nicolò Navarin,3
Davide Bacciu,Luca Pasa,4
Davide Bacciu,Daniele Zambon,3
Davide Bacciu,Michele Resta,2
Davide Bacciu,Valerio De Caro,4
Davide Bacciu,Francesco Landolfi,3
Davide Bacciu,Danilo Numeroso,1
Davide Bacciu,Alessio Gravina,1
Davide Bacciu,Francesco Spinnato,2
Davide Bacciu,Riccardo Guidotti,2
Davide Bacciu,Antonio Mauro,1
Davide Bacciu,Andrea Ceni,3
Davide Bacciu,Filippo Michelis,1
Davide Bacciu,Riccardo Massidda,1
Davide Bacciu,Dario Balboni,1
Davide Bacciu,Niko Dalla Noce,1
Davide Bacciu,Luca Miglior,1
Davide Bacciu,Lorenzo Simone,1
Davide Bacciu,Alessio Bernardo,1
Davide Bacciu,Emanuele Valle,1
Davide Bacciu,Alexander Gepperth,1
Davide Bacciu,Federico Giannini,1
Davide Bacciu,Giacomo Ziffer,1
Davide Bacciu,Stefano Moro,1
Davide Bacciu,Davide Rigoni,1
Thomas Guthier,Steve Gerges,1
Anastasios Bellas,Marie Cottrell,1
Anastasios Bellas,Jérôme Lacaille,1
Marie Cottrell,Jérôme Lacaille,2
Marie Cottrell,Tsirizo Rabenoro,1
Jérôme Lacaille,Tsirizo Rabenoro,1
Jérôme Lacaille,Cynthia Faure,1
Jérôme Lacaille,Jean-Marc Bardet,1
Jérôme Lacaille,Raphaël Langhendries,1
Jérôme Lacaille,Jean Coussirou,1
Jérôme Lacaille,Thomas Vanaret,1
Jérôme Lacaille,Abdellah Madane,1
Jérôme Lacaille,Florent Forest,1
Jérôme Lacaille,Patrick Fabiani,1
Jérôme Lacaille,Patricia Besson,1
W Hermann,M Kaden,3
W Hermann,A Villmann,1
W Hermann,S Saralajew,1
W Hermann,R Schubert,1
G Manjunath,P Tiňo,1
G Manjunath,H Jaeger,1
P Tiňo,H Jaeger,1
Frank-Florian Steege,Volker Stephan,1
Frank-Florian Steege,Horst-Michael Groß,1
Frank-Florian Steege,Robert Kaltenhäuser,1
Frank-Florian Steege,Erik Schaffernicht,1
Frank-Florian Steege,Horst-Michael Gross,1
Volker Stephan,Horst-Michael Groß,1
Frederico Coelho,Antonio Padua Braga,1
Frederico Coelho,Henrique Barbosa,1
Frederico Coelho,Gustavo Pires,1
Frederico Coelho,Juliana Alves,1
Frederico Coelho,Luiz Torres,1
Frederico Coelho,Janier Garcia,1
Michele De,Filippo De Grazia,1
Michele De,Ivilin Stoianov,1
Michele De,Marco Zorzi,1
Filippo De Grazia,Ivilin Stoianov,1
Filippo De Grazia,Marco Zorzi,1
Ivilin Stoianov,Marco Zorzi,2
Ivilin Stoianov,Alberto Testolin,1
Marco Zorzi,Alberto Testolin,1
M Jouini,S Thiria,1
M Jouini,M Crépon,1
S Thiria,M Crépon,1
David Picard,Nicolas Thome,1
David Picard,Matthieu Cord,1
David Picard,Jerome Fellus,2
David Picard,Thomas Luka,1
David Picard,Laure Soulier,1
Nicolas Thome,Matthieu Cord,1
D Trabelsi,S Mohammed,1
D Trabelsi,F Chamroukhi,1
D Trabelsi,L Oukhellou,1
D Trabelsi,Y Amirat,1
S Mohammed,F Chamroukhi,1
S Mohammed,L Oukhellou,1
S Mohammed,Y Amirat,1
F Chamroukhi,L Oukhellou,1
F Chamroukhi,Y Amirat,1
L Oukhellou,Y Amirat,1
Bruno Cessac,Rodrigo Salas,1
Bruno Cessac,Thierry Viéville,1
Rodrigo Salas,Thierry Viéville,1
D Smith,H Stiekema,1
D Smith,A Taylor,1
D Smith,B Hughes,1
D Smith,C Shackleton,1
D Smith,P Stewart,1
D Smith,W Arlt,1
H Stiekema,A Taylor,1
H Stiekema,B Hughes,1
H Stiekema,C Shackleton,1
H Stiekema,P Stewart,1
H Stiekema,W Arlt,1
A Taylor,B Hughes,1
A Taylor,C Shackleton,1
A Taylor,P Stewart,1
A Taylor,W Arlt,1
B Hughes,C Shackleton,1
B Hughes,P Stewart,1
B Hughes,W Arlt,1
C Shackleton,P Stewart,1
C Shackleton,W Arlt,1
P Stewart,W Arlt,1
Gaurav Maheshwari,Vikram Pudi,1
A Figueiras-Vidal,L Rokach,1
Tim Waegeman,Francis Wyffels,1
Francis Wyffels,Jonas Degrave,1
Francis Wyffels,Sander Dieleman,1
Francis Wyffels,Joni Dambre,1
Alberto Testolin,Luca Pasa,1
Nan Wang,Jan Melchior,1
Nan Wang,Laurenz Wiskott,1
Jan Melchior,Laurenz Wiskott,1
Laurenz Wiskott,Björn Weghenkel,1
Laurenz Wiskott,Jan Rathjens,1
S Selvan,A Chattopadhyay,1
S Selvan,U Amato,1
A Chattopadhyay,U Amato,1
D Cardoso,J Gama,1
D Cardoso,F França,1
D Cardoso,M Giordano,1
D Cardoso,P Lima,1
J Gama,F França,1
J Gama,M Giordano,1
J Gama,P Lima,1
F França,M Giordano,1
F França,P Lima,2
F França,W De Oliveira,1
M Giordano,P Lima,1
P Lima,W De Oliveira,1
M Pérez-Ortiz,P Gutiérrez,2
M Pérez-Ortiz,C Hervás-Martínez,2
M Pérez-Ortiz,J Sánchez-Monedero,1
P Gutiérrez,C Hervás-Martínez,2
P Gutiérrez,J Sánchez-Monedero,1
C Hervás-Martínez,J Sánchez-Monedero,1
Salvatore Masecchia,Saverio Salzo,1
Vladimer Kobayashi,Tomàs Aluja,1
N Bloom,M Theune,1
N Bloom,F De Jong,1
M Theune,F De Jong,1
Agata Manolova,Anne Guerin-Dugue,1
Jorge Reyes-Ortiz,Xavier Parra,2
Jorge Reyes-Ortiz,Joan Cabestany,1
Jorge Reyes-Ortiz,Andreu Català,1
Xavier Parra,Joan Cabestany,1
Xavier Parra,Andreu Català,1
Joan Cabestany,Andreu Català,1
Joan Cabestany,Albert Samà,1
Joan Cabestany,Carlos Pérez,1
Joan Cabestany,Daniel Rodríguez-Martin,1
Joan Cabestany,Juan Manuel,1
Joan Cabestany,Moreno Aróstegui,1
Joan Cabestany,Alejandro Rodríguez-Molinero,1
Ksenia Konyushkova,Dorota Lowacka,1
Zalán Bodó,Attila Mester,1
James Hogan,Peter Holland,1
James Hogan,Alexander Holloway,1
James Hogan,Robert Petit,1
James Hogan,Timothy Read,1
James Hogan,Christopher Bowles,1
Peter Holland,Alexander Holloway,1
Peter Holland,Robert Petit,1
Peter Holland,Timothy Read,1
Alexander Holloway,Robert Petit,1
Alexander Holloway,Timothy Read,1
Robert Petit,Timothy Read,1
Thomas Schmid,Dorothee Günzel,1
Thomas Schmid,Martin Böhm,1
Thomas Schmid,Benjamin Schindler,1
Maria Wanderley,Vincent Gardeux,1
Maria Wanderley,René Natowicz,1
Maria Wanderley,Antônio Braga,1
Vincent Gardeux,René Natowicz,1
Vincent Gardeux,Antônio Braga,1
René Natowicz,Antônio Braga,1
Antônio Braga,Leonardo Silvestre,1
Antônio Braga,André Lemos,1
Antônio Braga,João Braga,1
Antônio Braga,Honovan Rocha,1
Antônio Braga,Marcelo Costa,1
Antônio Braga,Luiz Torres,2
Antônio Braga,Cristiano Castro,1
Antônio Braga,Eduardo Ribeiro,1
Antônio Braga,Vitor Torres,1
Antônio Braga,Brayan James,1
Antônio Braga,Mateus Braga,1
Antônio Braga,Elcio Shiguemori,1
Antônio Braga,Haroldo Velho,1
S Murillo,D Peluffo,1
S Murillo,G Castellanos,1
D Peluffo,G Castellanos,1
D Peluffo,C Alzate,1
D Peluffo,G Castellanos-Dominguez,1
Patrick Kouontchou,Bertrand Maillet,2
Patrick Kouontchou,Kaj-Mikael Björk,1
Patrick Kouontchou,Jan-Magnus Janssonin Aukio,1
Patrick Kouontchou,Helsinki Finland,1
Bertrand Maillet,Kaj-Mikael Björk,1
Bertrand Maillet,Jan-Magnus Janssonin Aukio,1
Bertrand Maillet,Helsinki Finland,1
Attila Reiss,Gustaf Hendeby,1
Attila Reiss,Didier Stricker,1
Gustaf Hendeby,Didier Stricker,1
Klaas Dijkstra,Walter Jansen,1
Klaas Dijkstra,Jaap Van De Loosdrecht,1
Walter Jansen,Jaap Van De Loosdrecht,1
B Bischoff,D Nguyen-Tuong,2
B Bischoff,I-H Lee,1
B Bischoff,F Streichert,1
B Bischoff,A Knoll,2
B Bischoff,H Markert,1
D Nguyen-Tuong,I-H Lee,1
D Nguyen-Tuong,F Streichert,1
D Nguyen-Tuong,A Knoll,2
D Nguyen-Tuong,H Markert,1
I-H Lee,F Streichert,1
I-H Lee,A Knoll,1
F Streichert,A Knoll,1
A Knoll,H Markert,1
Filippo Pompili,Nicolas Gillis,1
Filippo Pompili,François Glineur,1
Nicolas Gillis,François Glineur,1
François Glineur,Cécile Hautecoeur,2
François Glineur,Julien Dewez,1
François Glineur,Valentin Hamaide,1
François Glineur,Pierre Vernimmen,1
Danilo Carvalho,Hugo Carneiro,3
Danilo Carvalho,Daniel Alves,1
Danilo Carvalho,Diego Souza,1
Danilo Carvalho,Carlos Pedreira,1
Danilo Carvalho,Paulo Coutinho,1
Danilo Carvalho,Rafael Lima De Carvalho,1
Danilo Carvalho,Félix Mora-Camino,1
Danilo Carvalho,Minh-Le Nguyen,1
Hugo Carneiro,Daniel Alves,1
Hugo Carneiro,Diego Souza,1
Hugo Carneiro,Carlos Pedreira,1
Hugo Carneiro,Paulo Coutinho,1
Gaetano Aiello,Valentino Romano,1
Li Guo,Zhijun Yang,1
Li Guo,Qingbao Zhu,1
Zhijun Yang,Qingbao Zhu,1
Vicent Ripoll,Enrique Romero,1
Vicent Ripoll,Juan Carlos Ruiz-Rodríguez,1
Enrique Romero,Juan Carlos Ruiz-Rodríguez,1
Enrique Romero,Luz Rello,1
Clemens Otte,Markus Kaiser,1
Clemens Otte,Thomas Runkler,1
Clemens Otte,Carl Ek,1
Twan Van Laarhoven,Elena Marchiori,1
Twan Van Laarhoven,Lucas Vos,1
Michele Volpi,Giona Matasci,1
Kevin Swingler,Leslie Smith,1
M Lange,D Zühlke,1
M Lange,O Holz,1
M Lange,K Domaschke,1
M Lange,M Kaden,1
Fernando Mateo,Juan Carrasco,3
Fernando Mateo,Mónica Millán-Giraldo,3
Fernando Mateo,Abderrahim Sellami,2
Fernando Mateo,Enrique Montiel,1
Fernando Mateo,José Bernabeu,1
Fernando Mateo,María Téllez-Plaza,1
Fernando Mateo,Josep Redón,1
Juan Carrasco,Mónica Millán-Giraldo,3
Juan Carrasco,Abderrahim Sellami,2
Juan Carrasco,Enrique Montiel,1
Juan Carrasco,José Bernabeu,1
Mónica Millán-Giraldo,Abderrahim Sellami,2
Mónica Millán-Giraldo,Enrique Montiel,1
Mónica Millán-Giraldo,José Bernabeu,1
Levy Boccato,Daniel Silva,1
Levy Boccato,Denis Fantinato,1
Levy Boccato,Kenji Filho,1
Levy Boccato,Rafael Ferrari,1
Levy Boccato,Romis Attux,1
Levy Boccato,Aline Neves,1
Levy Boccato,Jugurta Montalvão,1
Levy Boccato,João Marcos,1
Levy Boccato,Travassos Romano,1
Daniel Silva,Denis Fantinato,2
Daniel Silva,Kenji Filho,1
Daniel Silva,Rafael Ferrari,1
Daniel Silva,Romis Attux,2
Daniel Silva,Aline Neves,1
Daniel Silva,Jugurta Montalvão,2
Daniel Silva,João Marcos,1
Daniel Silva,Travassos Romano,1
Daniel Silva,Stephanie Milena Alvarez Fernandez,1
Denis Fantinato,Kenji Filho,1
Denis Fantinato,Rafael Ferrari,1
Denis Fantinato,Romis Attux,2
Denis Fantinato,Aline Neves,1
Denis Fantinato,Jugurta Montalvão,2
Denis Fantinato,João Marcos,1
Denis Fantinato,Travassos Romano,1
Denis Fantinato,Stephanie Milena Alvarez Fernandez,1
Kenji Filho,Rafael Ferrari,1
Kenji Filho,Romis Attux,1
Kenji Filho,Aline Neves,1
Kenji Filho,Jugurta Montalvão,1
Kenji Filho,João Marcos,1
Kenji Filho,Travassos Romano,1
Rafael Ferrari,Romis Attux,1
Rafael Ferrari,Aline Neves,1
Rafael Ferrari,Jugurta Montalvão,1
Rafael Ferrari,João Marcos,1
Rafael Ferrari,Travassos Romano,1
Romis Attux,Aline Neves,1
Romis Attux,Jugurta Montalvão,2
Romis Attux,João Marcos,1
Romis Attux,Travassos Romano,1
Romis Attux,Everton Nadalin,1
Romis Attux,Rodrigo Silva,1
Romis Attux,João Romano,1
Romis Attux,Stephanie Milena Alvarez Fernandez,1
Aline Neves,Jugurta Montalvão,1
Aline Neves,João Marcos,1
Aline Neves,Travassos Romano,1
Jugurta Montalvão,João Marcos,1
Jugurta Montalvão,Travassos Romano,1
Jugurta Montalvão,Stephanie Milena Alvarez Fernandez,1
João Marcos,Travassos Romano,1
A Álvarez-Meza,C Acosta-Medina,1
A Álvarez-Meza,G Castellanos-Domínguez,1
C Acosta-Medina,G Castellanos-Domínguez,1
C Acosta-Medina,D Peluffo-Ordoñez,1
C Acosta-Medina,A Castro-Ospina,1
C Acosta-Medina,D Chavez-Chamorro,1
C Acosta-Medina,G Castellanos-Dominguez,1
G Castellanos-Domínguez,D Peluffo-Ordóñez,1
G Castellanos-Domínguez,S Murillo-Rendón,1
G Castellanos-Domínguez,J Arias-Londoño,1
Wen-Jyi Hwang,Hao Chen,1
Stefan Glüge,Ronald Böck,1
Stefan Glüge,Andreas Wendemuth,1
Ronald Böck,Andreas Wendemuth,1
Manuel Blum,Wolfgang Groß,1
Manuel Blum,Joschka Bödecker,1
Enrique Montiel,José Bernabeu,1
M Riedel,F Rossi,1
