source,target,weight
Pin Ni,Eun Kim,1
Meihui Wang,Eun Kim,1
Felix Meyer-Veit,Rania Rayyes,1
Felix Meyer-Veit,Andreas Gerstner,1
Rania Rayyes,Andreas Gerstner,1
Florentin Coeurdoux,Nicolas Dobigeon,1
Florentin Coeurdoux,Pierre Chainais,1
Nicolas Dobigeon,Pierre Chainais,1
Giovanni Bonetta,Rossella Cancelliere,3
Giovanni Bonetta,Davide Zago,2
Giovanni Bonetta,Bernardo Magnini,1
Giovanni Bonetta,Mario Gai,1
Rossella Cancelliere,Davide Zago,2
Rossella Cancelliere,Bernardo Magnini,1
Rossella Cancelliere,Mario Gai,1
Luca Bergamin,Tommaso Carraro,1
Anthony Fillion,Thibaut Kulak,1
Anthony Fillion,François Blayo,1
Thibaut Kulak,François Blayo,1
Juho Kannala,Joni Pajarinen,1
Jiří Tumpach,Jan Koza,1
Jiří Tumpach,Zbyněk Pitra,1
Jiří Tumpach,Martin Holeňa,1
Jan Koza,Zbyněk Pitra,1
Jan Koza,Martin Holeňa,1
Zbyněk Pitra,Martin Holeňa,1
Francisco Pereira,Hélio Silva,1
Francisco Pereira,Javam Machado,1
Hélio Silva,Javam Machado,1
Henrique Matheus,Molin Dal,1
Henrique Matheus,Ribeiro,1
Henrique Matheus,Sinvaldo Rodrigues Moreno,1
Henrique Matheus,Ramon Gomes Da Silva,1
Henrique Matheus,José Kleinubing Larcher,1
Henrique Matheus,Cristiane Canton,1
Henrique Matheus,Viviana Cocco Mariani,1
Molin Dal,Ribeiro,1
Molin Dal,Sinvaldo Rodrigues Moreno,1
Molin Dal,Ramon Gomes Da Silva,1
Molin Dal,José Kleinubing Larcher,1
Molin Dal,Cristiane Canton,1
Molin Dal,Viviana Cocco Mariani,1
Ribeiro,Sinvaldo Rodrigues Moreno,1
Ribeiro,Ramon Gomes Da Silva,1
Ribeiro,José Kleinubing Larcher,1
Ribeiro,Cristiane Canton,1
Ribeiro,Viviana Cocco Mariani,1
Sinvaldo Rodrigues Moreno,Ramon Gomes Da Silva,1
Sinvaldo Rodrigues Moreno,José Kleinubing Larcher,1
Sinvaldo Rodrigues Moreno,Cristiane Canton,1
Sinvaldo Rodrigues Moreno,Viviana Cocco Mariani,1
Ramon Gomes Da Silva,José Kleinubing Larcher,1
Ramon Gomes Da Silva,Cristiane Canton,1
Ramon Gomes Da Silva,Viviana Cocco Mariani,1
José Kleinubing Larcher,Cristiane Canton,1
José Kleinubing Larcher,Viviana Cocco Mariani,1
Cristiane Canton,Viviana Cocco Mariani,1
Michael Potter,Yıldız İlkay,1
Michael Potter,Potter,1
Michael Potter,Octavia Camps,1
Michael Potter,Mario Sznaier,1
Yıldız İlkay,Potter,1
Yıldız İlkay,Octavia Camps,1
Yıldız İlkay,Mario Sznaier,1
Potter,Octavia Camps,1
Potter,Mario Sznaier,1
Octavia Camps,Mario Sznaier,1
Arun Pandey,Hannes De Meulemeester,1
Arun Pandey,Henri De Plaen,1
Hannes De Meulemeester,Henri De Plaen,1
João Gabriel,Corrêa Krüger,1
João Gabriel,Jean Paul Barddal,1
João Gabriel,Alceu De Souza,1
João Gabriel,Britto Junior,1
Corrêa Krüger,Jean Paul Barddal,1
Corrêa Krüger,Alceu De Souza,1
Corrêa Krüger,Britto Junior,1
Jean Paul Barddal,Alceu De Souza,1
Jean Paul Barddal,Britto Junior,1
Alceu De Souza,Britto Junior,1
Francisco Santos,Pietro Antuono,1
Francisco Santos,Nymfa Noppe,1
Francisco Santos,Wout Weijtjens,2
Francisco Santos,Christof Devriendt,1
Francisco Santos,Yacine Bel-Hadj,1
Pietro Antuono,Nymfa Noppe,1
Pietro Antuono,Wout Weijtjens,1
Pietro Antuono,Christof Devriendt,1
Nymfa Noppe,Wout Weijtjens,1
Nymfa Noppe,Christof Devriendt,1
Wout Weijtjens,Christof Devriendt,1
Wout Weijtjens,Yacine Bel-Hadj,1
Berardino Barile,Pooya Ashtari,1
Berardino Barile,Francoise Durand-Dubief,1
Berardino Barile,Dominique Sappey-Marinier,1
Pooya Ashtari,Francoise Durand-Dubief,1
Pooya Ashtari,Dominique Sappey-Marinier,1
Francoise Durand-Dubief,Dominique Sappey-Marinier,1
Suresh Kumaraswamy,Alexey Ozerov,1
Suresh Kumaraswamy,Ngoc Duong,1
Suresh Kumaraswamy,Anne Lambert,1
Suresh Kumaraswamy,Patrick Fontaine,1
Alexey Ozerov,Ngoc Duong,1
Alexey Ozerov,Anne Lambert,1
Alexey Ozerov,Patrick Fontaine,1
Ngoc Duong,Anne Lambert,1
Ngoc Duong,Patrick Fontaine,1
Anne Lambert,Patrick Fontaine,1
Jianyong Xue,Frédéric Alexandre,1
Matthias Kissel,Klaus Diepold,1
José Enguita,Ana González,2
José Enguita,María Chiara,3
José Enguita,Nuria Valdés,3
José Enguita,Jorge Menéndez,1
José Enguita,Daniel Peña,1
José Enguita,José Rodríguez,1
Ana González,María Chiara,2
Ana González,Nuria Valdés,2
María Chiara,Nuria Valdés,3
Jean Coussirou,Thomas Vanaret,1
Oytun Yapar,Erhan Oztop,1
Sorina Mustatea,Denys Dutykh,1
Andreas Mazur,Isaac Roberts,1
Andreas Mazur,David Leins,1
J Almeida,J Lee,1
J Almeida,S Vinga,1
J Lee,S Vinga,1
Roel Visser,Fabian Fumagalli,1
Roel Visser,Maximilian Muschalik,1
Daniela Cuza,Andrea Loreggia,1
Daniela Cuza,Alessandra Lumini,1
Daniela Cuza,Loris Nanni,1
Andrea Loreggia,Alessandra Lumini,1
Andrea Loreggia,Loris Nanni,1
Alessandra Lumini,Loris Nanni,1
Sophie Katrin,Marika Bohnsack,1
Sophie Katrin,Julius Kaden,1
Sophie Katrin,Thomas Voigt,1
Sophie Katrin,Villmann,1
Marika Bohnsack,Julius Kaden,1
Marika Bohnsack,Thomas Voigt,1
Marika Bohnsack,Villmann,1
Julius Kaden,Thomas Voigt,1
Julius Kaden,Villmann,1
Thomas Voigt,Villmann,1
Lydia Abady,Giovanna Dimitri,1
Lydia Abady,Mauro Barni,1
Giovanna Dimitri,Mauro Barni,1
Giovanna Dimitri,Duccio Meconcelli,1
Giovanna Dimitri,Leonardo Guiducci,1
Giovanna Dimitri,Giulia Palma,1
Giovanna Dimitri,Antonio Rizzo,1
Giovanna Dimitri,Bhavin Choksi,1
Giovanna Dimitri,Gionata Zalaffi,1
Giovanna Dimitri,Gemma Roig,1
Benedikt Bagus,Timothée Lesort,1
Filippo Costanti,Gabriele Eusepi,1
Filippo Costanti,Barbara Corradini,1
Gabriele Eusepi,Barbara Corradini,1
Philip Kenneweg,Sarah Schröder,1
Philip Kenneweg,Tristan Kenneweg,1
Andrea Ceni,Valerio De Caro,2
Andrea Ceni,Francesco Spinnato,1
Andrea Ceni,Riccardo Guidotti,1
Andrea Ceni,Veronica Pistolesi,1
Andrea Ceni,Gianluca Milano,1
Andrea Ceni,Carlo Ricciardi,1
Steven Michiels,Cédric De Schryver,1
Steven Michiels,Frederik Vogeler,1
Steven Michiels,Frederik Desplentere,1
Cédric De Schryver,Frederik Vogeler,1
Cédric De Schryver,Frederik Desplentere,1
Frederik Vogeler,Frederik Desplentere,1
Joanna Komorniczak,Pawel Ksieniewicz,1
Pierre Poitier,Jérôme Fink,2
Pierre Poitier,Ariel Basso Madjoukeng,1
Pierre Poitier,Edith Kenmogne,1
Jérôme Fink,Mathieu De Coster,1
Jérôme Fink,Robin Ghyselinck,1
Jérôme Fink,Benoît Frenay,1
Jérôme Fink,Ariel Basso Madjoukeng,1
Jérôme Fink,Edith Kenmogne,1
Zachary Susskind,Aman Arora,1
Zachary Susskind,Luis Villon,2
Zachary Susskind,Renan Mendanha,1
Zachary Susskind,Leandro De Araújo,2
Zachary Susskind,Diego Dutra,2
Zachary Susskind,Igor Miranda,2
Zachary Susskind,Lizy John,1
Aman Arora,Luis Villon,1
Aman Arora,Renan Mendanha,1
Aman Arora,Leandro De Araújo,1
Aman Arora,Diego Dutra,1
Aman Arora,Igor Miranda,1
Luis Villon,Renan Mendanha,1
Luis Villon,Leandro De Araújo,2
Luis Villon,Diego Dutra,2
Luis Villon,Igor Miranda,2
Luis Villon,Lizy John,1
Renan Mendanha,Leandro De Araújo,1
Renan Mendanha,Diego Dutra,1
Renan Mendanha,Igor Miranda,1
Leandro De Araújo,Diego Dutra,2
Leandro De Araújo,Igor Miranda,2
Leandro De Araújo,Lizy John,1
Diego Dutra,Igor Miranda,2
Diego Dutra,Lizy John,1
Igor Miranda,Lizy John,1
Simone Minisi,Andrea Garrone,1
Simone Minisi,Carlo Dambra,1
Andrea Garrone,Carlo Dambra,1
Nermeen Abou Baker,David Rohrschneider,1
A Di Costanzo,A Motta,1
A Di Costanzo,D Paris,1
A Di Costanzo,A Sorgente,1
A Motta,D Paris,1
A Motta,A Sorgente,1
D Paris,A Sorgente,1
Benoît Loucheur,Michel Journée,1
Daniele Zambon,Stefano Moro,1
Manuel Röder,Fabian Geiger,1
Nikhil Kilari,Gaurab Bhattacharya,1
Nikhil Kilari,Kumar Reddy,1
Nikhil Kilari,J Gubbi,1
Gaurab Bhattacharya,Kumar Reddy,1
Gaurab Bhattacharya,J Gubbi,1
Kumar Reddy,J Gubbi,1
David Young,Douglas Leith,1
Douglas Leith,Vaibhav Gusain,1
Michele Resta,Niko Dalla Noce,1
Mohammed El,Amine Mokhtari,1
Mohammed El,Virginie Vandenbulcke,1
Mohammed El,Sohaib Laraba,1
Mohammed El,Matei Mancas,1
Mohammed El,Elias Ennadifi,1
Mohammed El,Mohamed Tazir,1
Mohammed El,Bernard Gosselin,1
Amine Mokhtari,Virginie Vandenbulcke,1
Amine Mokhtari,Sohaib Laraba,1
Amine Mokhtari,Matei Mancas,1
Amine Mokhtari,Elias Ennadifi,1
Amine Mokhtari,Mohamed Tazir,1
Amine Mokhtari,Bernard Gosselin,1
Virginie Vandenbulcke,Sohaib Laraba,1
Virginie Vandenbulcke,Matei Mancas,1
Virginie Vandenbulcke,Elias Ennadifi,1
Virginie Vandenbulcke,Mohamed Tazir,1
Virginie Vandenbulcke,Bernard Gosselin,1
Sohaib Laraba,Matei Mancas,1
Sohaib Laraba,Elias Ennadifi,1
Sohaib Laraba,Mohamed Tazir,1
Sohaib Laraba,Bernard Gosselin,1
Matei Mancas,Elias Ennadifi,1
Matei Mancas,Mohamed Tazir,1
Matei Mancas,Bernard Gosselin,1
Elias Ennadifi,Mohamed Tazir,1
Elias Ennadifi,Bernard Gosselin,1
Mohamed Tazir,Bernard Gosselin,1
Andrii Krutsylo,Pawe Morawiecki,1
Gaëlle Milon-Harnois,Daniel Schang,1
Gaëlle Milon-Harnois,Patrick Bogaert,1
Gaëlle Milon-Harnois,Pierre Chauvet,1
Daniel Schang,Patrick Bogaert,1
Daniel Schang,Pierre Chauvet,1
Patrick Bogaert,Pierre Chauvet,1
Pierre Chauvet,Omar El Barraj,1
Pierre Chauvet,Aya Hage Chehade,1
Pierre Chauvet,Jean Marion,1
Pierre Chauvet,Mohamad Oueidat,1
Pierre Chauvet,Nassib Abdallah,1
Helen Schneider,David Biesner,2
Helen Schneider,Sebastian Nowak,1
Helen Schneider,Yannik Layer,1
Helen Schneider,Maike Theis,1
Helen Schneider,Wolfgang Block,1
Helen Schneider,Benjamin Wulff,1
Helen Schneider,Alois Sprinkart,1
Helen Schneider,Ulrike Attenberger,1
Helen Schneider,Akash Ashokan,1
Helen Schneider,Maximilian Broß,1
Helen Schneider,Rebecca Kador,1
Helen Schneider,Sandra Halscheidt,1
Helen Schneider,Gábor Bagyó,1
Helen Schneider,Peter Dankerl,1
Helen Schneider,Haissam Ragab,1
Helen Schneider,Jin Yamamura,1
David Biesner,Sebastian Nowak,1
David Biesner,Yannik Layer,1
David Biesner,Maike Theis,1
David Biesner,Wolfgang Block,1
David Biesner,Benjamin Wulff,1
David Biesner,Alois Sprinkart,1
David Biesner,Ulrike Attenberger,1
David Biesner,Akash Ashokan,1
David Biesner,Maximilian Broß,1
David Biesner,Rebecca Kador,1
David Biesner,Sandra Halscheidt,1
David Biesner,Gábor Bagyó,1
David Biesner,Peter Dankerl,1
David Biesner,Haissam Ragab,1
David Biesner,Jin Yamamura,1
Sebastian Nowak,Yannik Layer,1
Sebastian Nowak,Maike Theis,1
Sebastian Nowak,Wolfgang Block,1
Sebastian Nowak,Benjamin Wulff,1
Sebastian Nowak,Alois Sprinkart,1
Sebastian Nowak,Ulrike Attenberger,1
Yannik Layer,Maike Theis,1
Yannik Layer,Wolfgang Block,1
Yannik Layer,Benjamin Wulff,1
Yannik Layer,Alois Sprinkart,1
Yannik Layer,Ulrike Attenberger,1
Maike Theis,Wolfgang Block,1
Maike Theis,Benjamin Wulff,1
Maike Theis,Alois Sprinkart,1
Maike Theis,Ulrike Attenberger,1
Wolfgang Block,Benjamin Wulff,1
Wolfgang Block,Alois Sprinkart,1
Wolfgang Block,Ulrike Attenberger,1
Benjamin Wulff,Alois Sprinkart,1
Benjamin Wulff,Ulrike Attenberger,1
Alois Sprinkart,Ulrike Attenberger,1
Ulrike Attenberger,Lokesh Veeramacheneni,1
Ulrike Attenberger,Bettina Baeßler,1
Ulrike Attenberger,Barbara Wichtmann,1
Gaia Saveri,Luca Bortolussi,1
Francesco Landolfi,Danilo Numeroso,1
Valerio De Caro,Antonio Mauro,1
Alexander Rast,Mario Aoun,1
Alexander Rast,Eleni Elia,1
Alexander Rast,Nigel Crook,1
Mario Aoun,Eleni Elia,2
Mario Aoun,Nigel Crook,2
Mario Aoun,Alex Rast,1
Eleni Elia,Nigel Crook,2
Eleni Elia,Alex Rast,1
Nigel Crook,Alex Rast,1
Leonardo Amato,Marta Maschietto,1
Leonardo Amato,Alessandro Leparulo,1
Leonardo Amato,Mattia Tambaro,1
Leonardo Amato,Stefano Vassanelli,1
Marta Maschietto,Alessandro Leparulo,1
Marta Maschietto,Mattia Tambaro,1
Marta Maschietto,Stefano Vassanelli,1
Alessandro Leparulo,Mattia Tambaro,1
Alessandro Leparulo,Stefano Vassanelli,1
Mattia Tambaro,Stefano Vassanelli,1
Alexander Engelsberger,Katrin Bohnsack,1
Brieuc Pinon,Raphaël Jungers,1
Brieuc Pinon,Jean-Charles Delvenne,1
Raphaël Jungers,Jean-Charles Delvenne,1
Fjola Hyseni,Nicolas Rougier,1
Fjola Hyseni,Arthur Leblois,1
Nicolas Rougier,Arthur Leblois,1
Andreas Papachristodoulou,Christos Kyrkou,1
Andreas Papachristodoulou,Stelios Timotheou,1
Andreas Papachristodoulou,Theocharis Theocharides,1
Christos Kyrkou,Stelios Timotheou,1
Christos Kyrkou,Theocharis Theocharides,1
Stelios Timotheou,Theocharis Theocharides,1
G Laisné,J-M Salotti,1
G Laisné,N Rezzoug,1
J-M Salotti,N Rezzoug,1
Otávio Oliveira,Ana Maria De Almeida,1
Otávio Oliveira,José Sales Dias,1
Otávio Oliveira,Luís Rosário,1
Otávio Oliveira,Edson Borin,1
Ana Maria De Almeida,José Sales Dias,1
Ana Maria De Almeida,Luís Rosário,1
Ana Maria De Almeida,Edson Borin,1
José Sales Dias,Luís Rosário,1
José Sales Dias,Edson Borin,1
Luís Rosário,Edson Borin,1
Edson Borin,Otávio Napoli,1
Edson Borin,Av Einstein,1
David Pape,Thorsten Eisenhofer,1
David Pape,Antonio Cinà,1
David Pape,Lea Schönherr,1
Thorsten Eisenhofer,Antonio Cinà,1
Thorsten Eisenhofer,Lea Schönherr,1
Antonio Cinà,Lea Schönherr,1
Annette Rios,Uwe Reichel,1
Annette Rios,Chirag Bhuvaneshwara,1
Annette Rios,Panagiotis Filntisis,1
Annette Rios,Petros Maragos,1
Annette Rios,Felix Burkhardt,1
Annette Rios,Florian Eyben,1
Annette Rios,Björn Schuller,1
Annette Rios,Fabrizio Nunnari,1
Annette Rios,Sarah Ebling,1
Uwe Reichel,Chirag Bhuvaneshwara,1
Uwe Reichel,Panagiotis Filntisis,1
Uwe Reichel,Petros Maragos,1
Uwe Reichel,Felix Burkhardt,1
Uwe Reichel,Florian Eyben,1
Uwe Reichel,Björn Schuller,1
Uwe Reichel,Fabrizio Nunnari,1
Uwe Reichel,Sarah Ebling,1
Chirag Bhuvaneshwara,Panagiotis Filntisis,1
Chirag Bhuvaneshwara,Petros Maragos,1
Chirag Bhuvaneshwara,Felix Burkhardt,1
Chirag Bhuvaneshwara,Florian Eyben,1
Chirag Bhuvaneshwara,Björn Schuller,1
Chirag Bhuvaneshwara,Fabrizio Nunnari,1
Chirag Bhuvaneshwara,Sarah Ebling,1
Panagiotis Filntisis,Petros Maragos,1
Panagiotis Filntisis,Felix Burkhardt,1
Panagiotis Filntisis,Florian Eyben,1
Panagiotis Filntisis,Björn Schuller,1
Panagiotis Filntisis,Fabrizio Nunnari,1
Panagiotis Filntisis,Sarah Ebling,1
Petros Maragos,Felix Burkhardt,1
Petros Maragos,Florian Eyben,1
Petros Maragos,Björn Schuller,1
Petros Maragos,Fabrizio Nunnari,1
Petros Maragos,Sarah Ebling,1
Felix Burkhardt,Florian Eyben,1
Felix Burkhardt,Björn Schuller,1
Felix Burkhardt,Fabrizio Nunnari,1
Felix Burkhardt,Sarah Ebling,1
Florian Eyben,Björn Schuller,1
Florian Eyben,Fabrizio Nunnari,1
Florian Eyben,Sarah Ebling,1
Björn Schuller,Fabrizio Nunnari,1
Björn Schuller,Sarah Ebling,1
Fabrizio Nunnari,Sarah Ebling,1
Antoine Hubermont,Nicola De Quattro,1
Indro Spinelli,Michele Guerra,1
Alberto Meola,Sören Weinrich,2
Alberto Meola,Oliver Kiefner,1
Alberto Meola,Félix Delory,1
Sören Weinrich,Oliver Kiefner,1
Sören Weinrich,Félix Delory,1
Hazan Daglayan,Simon Vary,1
Javier Martínez Rodríguez,Martha Larson,1
Javier Martínez Rodríguez,Louis Ten Bosch,1
Martha Larson,Louis Ten Bosch,1
Quoc-Huy Trinh,Trong-Hieu Nguyen Mau,1
Quoc-Huy Trinh,Xuan-Mao Nguyen,1
Quoc-Huy Trinh,Minh-Van Nguyen,1
Quoc-Huy Trinh,Hai-Dang Nguyen,1
Trong-Hieu Nguyen Mau,Xuan-Mao Nguyen,1
Trong-Hieu Nguyen Mau,Minh-Van Nguyen,1
Trong-Hieu Nguyen Mau,Hai-Dang Nguyen,1
Xuan-Mao Nguyen,Minh-Van Nguyen,1
Xuan-Mao Nguyen,Hai-Dang Nguyen,1
Minh-Van Nguyen,Hai-Dang Nguyen,1
David Vázquez-Lema,Eduardo Mosqueira-Rey,1
Edouard Couplet,Pierre Merveille,1
Fabian Fumagalli,Maximilian Muschalik,2
Felipe Contreras,Reynier Peletier,2
Jeremie Bogaert,Emmanuel Jean,1
Jeremie Bogaert,François-Xavier Standaert,2
Jeremie Bogaert,Icteam Uclouvain -Belgium,1
Jeremie Bogaert,Multitel -Belgium,1
Emmanuel Jean,François-Xavier Standaert,1
Emmanuel Jean,Icteam Uclouvain -Belgium,1
Emmanuel Jean,Multitel -Belgium,1
François-Xavier Standaert,Icteam Uclouvain -Belgium,1
François-Xavier Standaert,Multitel -Belgium,1
Icteam Uclouvain -Belgium,Multitel -Belgium,1
Adrian Pol,Ekaterina Govorkova,1
Adrian Pol,Sonja Grönroos,1
Adrian Pol,Nadezda Chernyavskaya,1
Adrian Pol,Philip Harris,1
Adrian Pol,Maurizio Pierini,1
Adrian Pol,Isobel Ojalvo,1
Adrian Pol,Peter Elmer,1
Ekaterina Govorkova,Sonja Grönroos,1
Ekaterina Govorkova,Nadezda Chernyavskaya,1
Ekaterina Govorkova,Philip Harris,1
Ekaterina Govorkova,Maurizio Pierini,1
Ekaterina Govorkova,Isobel Ojalvo,1
Ekaterina Govorkova,Peter Elmer,1
Sonja Grönroos,Nadezda Chernyavskaya,1
Sonja Grönroos,Philip Harris,1
Sonja Grönroos,Maurizio Pierini,1
Sonja Grönroos,Isobel Ojalvo,1
Sonja Grönroos,Peter Elmer,1
Nadezda Chernyavskaya,Philip Harris,1
Nadezda Chernyavskaya,Maurizio Pierini,1
Nadezda Chernyavskaya,Isobel Ojalvo,1
Nadezda Chernyavskaya,Peter Elmer,1
Philip Harris,Maurizio Pierini,1
Philip Harris,Isobel Ojalvo,1
Philip Harris,Peter Elmer,1
Maurizio Pierini,Isobel Ojalvo,1
Maurizio Pierini,Peter Elmer,1
Isobel Ojalvo,Peter Elmer,1
Sédrick Stassin,Otmane Amel,2
Sédrick Stassin,Ahmed Sidi,2
Sédrick Stassin,Mahmoudi,2
Sédrick Stassin,Xavier Siebert,2
Otmane Amel,Ahmed Sidi,2
Otmane Amel,Mahmoudi,2
Otmane Amel,Xavier Siebert,2
Ahmed Sidi,Mahmoudi,2
Ahmed Sidi,Xavier Siebert,2
Mahmoudi,Xavier Siebert,2
Xavier Siebert,Bastien Vanderplaetse,1
Giuseppe Floris,Raffaele Mura,1
Giuseppe Floris,Luca Scionis,1
Giuseppe Floris,Giorgio Piras,1
Giuseppe Floris,Ambra Demontis,1
Raffaele Mura,Luca Scionis,1
Raffaele Mura,Giorgio Piras,1
Raffaele Mura,Ambra Demontis,1
Luca Scionis,Giorgio Piras,1
Luca Scionis,Ambra Demontis,1
Giorgio Piras,Ambra Demontis,1
Nam Dinh,Vera Pham,1
Nam Dinh,Eleftherios Czehmann,1
Nam Dinh,Avramidis,1
Vera Pham,Eleftherios Czehmann,1
Vera Pham,Avramidis,1
Eleftherios Czehmann,Avramidis,1
Yichun Li,Yuxing Yang,1
Yichun Li,Rajesh Nair,1
Yichun Li,Syed Naqvi,1
Yuxing Yang,Rajesh Nair,1
Yuxing Yang,Syed Naqvi,1
Rajesh Nair,Syed Naqvi,1
Mohammed Aldosari,John Miller,1
Nicola Russo,Wan Yuzhong,1
Nicola Russo,Thomas Madsen,1
Nicola Russo,Konstantin Nikolic,1
Wan Yuzhong,Thomas Madsen,1
Wan Yuzhong,Konstantin Nikolic,1
Thomas Madsen,Konstantin Nikolic,1
Luis Sanchez,Christopher Tunnell,1
Sukanya Patra,Thi Le,1
Sukanya Patra,Hien Khanh,1
Sukanya Patra,Souhaib Taieb,1
Thi Le,Hien Khanh,1
Thi Le,Souhaib Taieb,1
Hien Khanh,Souhaib Taieb,1
Souhaib Taieb,Tanguy Bosser,1
Louis Le Coeur,Nicholas Riedman,1
Louis Le Coeur,Saarthak Sarup,1
Louis Le Coeur,Kwabena Boahen,1
Nicholas Riedman,Saarthak Sarup,1
Nicholas Riedman,Kwabena Boahen,1
Saarthak Sarup,Kwabena Boahen,1
Henda Boudegga,Yaroub Elloumi,1
Henda Boudegga,Rostom Kachouri,1
Yaroub Elloumi,Rostom Kachouri,1
Sami Khairy,Prasanna Balaprakash,1
Prasanna Balaprakash,Romain Egelé,1
Prasanna Balaprakash,Yixuan Sun,1
Dennis Wei,Ioana Baldini,1
Alvaro Leandro,Cavalcante Carneiro,1
Alvaro Leandro,Denis Henrique,1
Alvaro Leandro,Pinheiro Salvadeo,1
Alvaro Leandro,Lucas De Brito,1
Cavalcante Carneiro,Denis Henrique,1
Cavalcante Carneiro,Pinheiro Salvadeo,1
Cavalcante Carneiro,Lucas De Brito,1
Denis Henrique,Pinheiro Salvadeo,1
Denis Henrique,Lucas De Brito,1
Pinheiro Salvadeo,Lucas De Brito,1
M Lautaro Hickmann,Frank Köster,1
M Lautaro Hickmann,Hans-Martin Rieser,1
Frank Köster,Hans-Martin Rieser,1
Hans-Martin Rieser,Markus Gross,1
Hans-Martin Rieser,Markus Lange,2
Hans-Martin Rieser,Bogusz Bujnowski,1
Hans-Martin Rieser,Gustav Jäger,1
Hans-Martin Rieser,Martin Plenio,1
Hans-Martin Rieser,Lautaro Hickmann,1
Hans-Martin Rieser,Fabian Fischbach,1
Hans-Martin Rieser,Oliver Sefrin,1
Gianluca Coda,Paolo Vanacore,3
Karol Struniawski,Aleksandra Konopka,1
Karol Struniawski,Ryszard Kozera,1
Aleksandra Konopka,Ryszard Kozera,1
Weiwei Wang,Stefano Bromuri,1
Weiwei Wang,Michel Dumontier,1
Stefano Bromuri,Michel Dumontier,1
Stefano Bromuri,Xi Chen,1
Stefano Bromuri,Giacomo Anerdi,1
Stefano Bromuri,Daniel Tan,1
Denis Mayr,Lima Martins,1
Denis Mayr,Christian Lülf,1
Lima Martins,Christian Lülf,1
Kodjo Amekoe,Mohamed Dilmi,1
Kodjo Amekoe,Zaineb Dagdia,1
Kodjo Amekoe,Gregoire Jaffre,1
Mohamed Dilmi,Zaineb Dagdia,1
Mohamed Dilmi,Gregoire Jaffre,1
Zaineb Dagdia,Gregoire Jaffre,1
Felix Weiske,Jens Jäkel,1
Francesco Spinnato,Riccardo Guidotti,3
Francesco Spinnato,Antonio Matropietro,1
Riccardo Guidotti,Alessandro Berti,2
Riccardo Guidotti,Anna Bernasconi,2
Riccardo Guidotti,Gianna Corso,2
Riccardo Guidotti,Alessandro Poggiali,1
Riccardo Guidotti,Antonio Matropietro,1
Jungeun Yoon,Dasong Yu,1
Jungeun Yoon,Youngjae Lee,1
Dasong Yu,Youngjae Lee,1
Kylliann De Santiago,Marie Szafranski,1
Kylliann De Santiago,Christophe Ambroise,1
Marie Szafranski,Christophe Ambroise,1
Mohit Kumar,Bernhard Moser,1
Mohit Kumar,Lukas Fischer,1
Bernhard Moser,Lukas Fischer,1
Fatoumata Dama,Corinne Lejus-Bourdeau,1
Samuele Fonio,Lorenzo Paletto,1
Samuele Fonio,Mattia Cerrato,1
Samuele Fonio,Dino Ienco,1
Samuele Fonio,Roberto Esposito,2
Lorenzo Paletto,Mattia Cerrato,1
Lorenzo Paletto,Dino Ienco,1
Lorenzo Paletto,Roberto Esposito,1
Mattia Cerrato,Dino Ienco,1
Mattia Cerrato,Roberto Esposito,1
Dino Ienco,Roberto Esposito,1
Frederieke Richert,Elisa Oostwal,1
Frederieke Richert,Otavio Citton,2
Thanh Vu,Huy Ngo,1
Thanh Vu,Bac Le,1
Thanh Vu,Thanh Le,2
Thanh Vu,Ngoc-Trung Nguyen,1
Huy Ngo,Bac Le,1
Huy Ngo,Thanh Le,1
Bac Le,Thanh Le,2
Bac Le,Loc Tran,1
Bac Le,Quang-Huy Nguyen,1
Bac Le,Hoai-Phong Le,1
Thanh Le,Ngoc-Trung Nguyen,1
Thanh Le,Loc Tran,1
Leopoldo Filho,Roberto Frias,1
Leopoldo Filho,-Pesc Coppe 4 -Nce,1
Roberto Frias,-Pesc Coppe 4 -Nce,1
Xi Chen,Giacomo Anerdi,1
Xi Chen,Daniel Tan,1
Giacomo Anerdi,Daniel Tan,1
Armielle Ngaffo,Julien Albert,1
Armielle Ngaffo,Gilles Perrouin,1
Julien Albert,Gilles Perrouin,1
Gilles Perrouin,Tassadit Bouadi,1
Gilles Perrouin,Luis Galárraga,1
Gilles Perrouin,Antoine Gratia,1
Gilles Perrouin,Hong Liu,1
Gilles Perrouin,Shin Ichi Satoh,1
Gilles Perrouin,Paul Temple,1
Gilles Perrouin,Pierre-Yves Schobbens,1
Lee Kezar,Riley Carlin,1
Lee Kezar,Tejas Srinivasan,1
Lee Kezar,Zed Sehyr,1
Lee Kezar,Naomi Caselli,1
Lee Kezar,Jesse Thomason,1
Riley Carlin,Tejas Srinivasan,1
Riley Carlin,Zed Sehyr,1
Riley Carlin,Naomi Caselli,1
Riley Carlin,Jesse Thomason,1
Tejas Srinivasan,Zed Sehyr,1
Tejas Srinivasan,Naomi Caselli,1
Tejas Srinivasan,Jesse Thomason,1
Zed Sehyr,Naomi Caselli,1
Zed Sehyr,Jesse Thomason,1
Naomi Caselli,Jesse Thomason,1
Romain Egelé,Yixuan Sun,1
Afonso Lourenço,Carolina Ferraz,1
Afonso Lourenço,Goreti Marreiros,1
Afonso Lourenço,Verónica Bolón,1
Carolina Ferraz,Goreti Marreiros,1
Carolina Ferraz,Verónica Bolón,1
