Author,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,community
Leslie Kanthan,0.000859106529209622,3.428839553657138e-05,0.03640536878698755,2.0484799909061636e-05,0.04024593888759102,17
Romain Egelé,0.000859106529209622,0.0,0.04047970795730695,2.5343790000299548e-06,0.037037037037037035,17
Xibin Zhu,0.000572737686139748,0.0,0.05811913789240985,0.00027921688950478053,0.06730076269748665,23
Giuseppe Floris,0.001718213058419244,6.155576621015067e-05,0.05661867648930515,0.0010070946540961794,0.039412572024931244,10
Benjamin Schrauwen,0.002290950744558992,0.0010648535638871474,0.055290617538622557,2.6851685477609348e-05,0.011904761904761904,13
Antonio Matropietro,0.000572737686139748,2.734353509690385e-07,0.048789960590614974,0.0004359251956072264,0.05341665075212623,14
Gianluca Milano,0.001145475372279496,3.636972106333088e-06,0.05590614716272145,0.0034190002859406567,0.04267241470847153,14
Rawya Zreik,0.000572737686139748,5.858808120096597e-06,0.03965510415593357,1.7791502483742897e-06,0.046663742588699,20
Alessandra Tosi,0.000572737686139748,0.0,0.046629834492604966,0.0009260260734789976,0.046663742588699,10
Abraham Traoré,0.000572737686139748,5.468707019380767e-07,0.03972784913030813,3.620046598437863e-08,0.046663742588699,11
Ioannis Giotis,0.000572737686139748,0.0,0.05062920808219572,1.5580393609337388e-05,0.037037037037037035,9
Marcelo Gómez-Casal,0.000859106529209622,1.0341064559029066e-06,0.03616975992844964,2.269871981830532e-06,0.06030590185942094,17
Witali Aswolinskiy,0.000572737686139748,9.015163521449198e-05,0.03594836602495565,5.022499072427408e-09,0.046663742588699,24
Ignacio Díaz,0.004868270332187858,0.00235849622129326,0.05784746245651878,0.0011756598950398822,0.03208562403871192,7
Marcos Ortega,0.00286368843069874,0.001580149522115702,0.046225493611865995,0.0001107634897088632,0.012077594065696815,17
Diego Peteiro-Barral,0.000859106529209622,7.356713014166987e-08,0.03271396337939459,9.326089763299724e-07,0.04580217218119379,17
Bhavin Choksi,0.0020045819014891182,0.0003592940511733165,0.03969599039002721,1.0441301500545868e-06,0.025678176894831106,6
José Bernabeu,0.00143184421534937,5.441363484283865e-07,0.04844886746568058,6.185820264069317e-05,0.0419509211515638,16
Elisa Oostwal,0.000859106529209622,4.206988875275226e-05,0.05523773316029771,1.958118329208112e-05,0.045705810125954094,9
Julien Randon-Furling,0.000572737686139748,0.0,0.04001689572866931,1.1791141705966128e-06,0.037037037037037035,20
Li Yao,0.000572737686139748,0.0,0.05109958709844381,1.6338992310482284e-05,0.037037037037037035,4
Frank Köster,0.001145475372279496,0.0,0.03089943821246188,2.1442181877953564e-11,0.037037037037037035,0
Iago Porto-Díaz,0.000859106529209622,3.91840401528124e-05,0.03641684709559091,2.1433803518619466e-05,0.048914711976508075,17
Noémie Draguet,0.000286368843069874,0.0,0.05391415903447137,2.220948463033804e-05,0.0,13
Von Moritz,0.00143184421534937,8.559708768289558e-07,0.04949382946929689,1.0447239081273562e-05,0.03867499840854595,3
Peter Meier,0.000572737686139748,1.1843786015697496e-05,0.05447355763473472,1.9037995035678243e-05,0.0633324424695073,9
Massimiliano Pontil,0.000572737686139748,0.0007272901469900773,0.056196286103559444,0.013349869616441006,0.0633324424695073,5
Giorgio Piras,0.001718213058419244,6.155576621015067e-05,0.05661867648930515,0.0010070946540961794,0.039412572024931244,10
Iván Olier,0.002290950744558992,3.3523174028804114e-06,0.046717850898550295,0.0019993655073089517,0.02825252181749415,10
J Principe,0.000572737686139748,0.0,0.05204360169939134,1.2530282831046625e-05,0.037037037037037035,22
Fabian Geiger,0.000572737686139748,4.296472069026138e-05,0.05447355763473472,1.777733948586021e-05,0.05341665075212623,9
Rasmus Halland,0.000859106529209622,0.0,0.03787368019614685,4.976817469916173e-08,0.037037037037037035,18
Giorgio Ciano,0.002290950744558992,6.653593540246602e-08,0.052628538899536385,0.001185238240067781,0.03865345597882543,6
Verónica Bolón,0.00143184421534937,0.0,0.0364398254405876,2.0875584827678068e-05,0.037037037037037035,8
Arnaud De Decker,0.000859106529209622,2.5724719218422597e-05,0.05848207596870001,0.00045033377425452857,0.05643557519331155,12
Andrea Garrone,0.00143184421534937,2.609764024080563e-05,0.05924197300641948,0.02336572828931072,0.04704507637111956,5
Margerie Huet-Dastarac,0.001145475372279496,5.468707019380769e-08,0.048152626475062195,0.0004894749933311099,0.04524143632522318,12
F Rossi,0.000859106529209622,4.910603447699121e-05,0.052106210543540976,1.4146132381186672e-05,0.04712494559052024,22
Davide Zago,0.00143184421534937,5.9991716002607026e-05,0.05661867648930515,0.000176125150404466,0.04018131401657741,5
Amauri Souza Junior,0.001145475372279496,1.837485558511939e-06,0.03246873127010378,1.2095370972024091e-10,0.03976697265621857,24
Viet-Chi Tran,0.000859106529209622,0.0,0.052020162155013885,2.8509679672716238e-05,0.037037037037037035,20
Joe Pedersen,0.001145475372279496,3.7192676438808246e-05,0.04053179320558516,5.20502292647322e-06,0.044580325432049546,17
Francesco Landolfi,0.000572737686139748,0.0,0.05163258830495419,0.009020820367643234,0.05341665075212623,14
Luca Hermes,0.001145475372279496,9.25773973995173e-07,0.052934051346554774,0.00029932373584499024,0.03728200123197217,23
Jeremy Edwards,0.001145475372279496,8.284207485028438e-06,0.053580686580260946,2.0573180026802176e-05,0.04024593888759102,4
Lennart Berkel,0.001718213058419244,0.00010778821535199467,0.051517439802935994,3.176317666491742e-06,0.04088771925770182,21
Petko Valtchev,0.0020045819014891182,0.0,0.032723231666309145,4.933399203636777e-07,0.04396241710938634,8
Mattia Cerrato,0.001145475372279496,3.2812242116284614e-08,0.0480457986847681,6.835410630276852e-06,0.03864148796231403,5
Bernardo Magnini,0.001145475372279496,1.367176754845192e-07,0.05662792941894877,0.0001689256895239999,0.04297587450677256,5
Mathieu Lefort,0.000859106529209622,0.0,0.04471049033736097,0.00025868119608431624,0.06571496314087873,1
Patrick Kouontchou,0.001718213058419244,0.0,0.0468631728583375,5.768015420775833e-05,0.053121213711087044,4
Philippe Leray,0.001145475372279496,0.00098709855082031,0.04759048209237021,1.3997320365718973e-07,0.013950129937622673,13
Andrea Valenti,0.000572737686139748,0.0,0.05163258830495419,0.006033655984749834,0.046663742588699,14
Dinh Van Tran,0.000572737686139748,6.165829065689707e-07,0.058969758358500254,0.00800710601555984,0.08708646991558361,14
Asja Fischer,0.00143184421534937,0.005606955932830715,0.03811531185948164,4.7869960587418777e-08,0.02222222222222222,0
P Neilson,0.000859106529209622,8.965945158274771e-05,0.04483197051553209,2.9337994934404935e-07,0.0424969082754001,22
Diego Mesquita,0.00286368843069874,0.0008039819624542641,0.032435299084016427,1.2680667562007477e-10,0.015654747684307364,24
Matteo Pardi,0.000572737686139748,5.999171600260832e-05,0.054294312145808134,0.003248413826697018,0.07084930306564405,14
Sandra Rousseau,0.000572737686139748,0.0003260443124954824,0.051129747692865206,5.572410405124331e-06,0.05341665075212623,4
Michaël Bon,0.001145475372279496,0.0,0.045188615038412566,6.065996880975115e-07,0.037037037037037035,11
Helge Ritter,0.002290950744558992,0.008291735613390413,0.0459984468491368,1.1517266484669343e-05,0.010290691996937327,23
Umair Javaid,0.000286368843069874,0.0,0.05677638868008316,0.00022542225112194257,0.0,12
Florian Patzelt,0.000572737686139748,1.968734526977077e-06,0.04016067456125957,4.622709980572957e-07,0.046663742588699,23
Olli Simula,0.001718213058419244,5.450099924005759e-06,0.06056743578300079,0.000258854821238726,0.040789733579727774,4
Ondřej Podsztavek,0.000859106529209622,0.0,0.042563112653795296,2.4012545759230167e-06,0.037037037037037035,18
Gonzalo Joya,0.000286368843069874,0.0,0.046730451802366485,1.7050183768626196e-06,0.0,10
Dusan Sovilj,0.000859106529209622,0.0001956482602536773,0.06451429903454618,0.0001691974383607435,0.05697656546882309,23
Philippe-Henri Gosselin,0.001145475372279496,0.00036027841843680507,0.0265237523051552,1.5210627455421071e-09,0.020305114105596687,11
Alessandro Dipalma,0.000572737686139748,5.999171600260832e-05,0.054294312145808134,0.003248413826697018,0.07084930306564405,14
Viktor Kessler,0.000572737686139748,6.004640307280279e-05,0.02816895375291013,4.4519928897220383e-13,0.046663742588699,0
Roland Veen,0.000572737686139748,0.0,0.05062920808219572,1.5580393609337388e-05,0.037037037037037035,9
Adrien Pavao,0.0020045819014891182,2.0097498296224155e-05,0.04047497957184295,1.0237765666018167e-05,0.028088401670209078,17
Erzsébet Merényi,0.001718213058419244,0.0005402535664446262,0.0415874099993456,8.470536589936338e-07,0.011968696547810053,23
D Staps,0.000572737686139748,5.845227497665259e-05,0.052082714582075376,1.2847099675465807e-05,0.046663742588699,22
Filippo De Grazia,0.000859106529209622,3.2812242116284614e-08,0.04941618655370044,0.00014312271705275192,0.04024593888759102,14
Clément Chatelain,0.000859106529209622,0.0,0.03536500307354027,2.660450682870476e-10,0.037037037037037035,11
Fabrice Rossi,0.007445589919816724,0.018993803968876816,0.062231734934365575,0.0013784660968437453,0.0035450935792503955,20
Benedikt Bagus,0.000572737686139748,9.015163521449198e-05,0.052082714582075376,8.54881175632948e-05,0.046663742588699,1
Erik Jhones,0.000859106529209622,0.0,0.029414796274579588,2.6372812677967127e-12,0.037037037037037035,24
Mariya Shumska,0.000286368843069874,0.0,0.0531288408639294,1.3692469519294612e-05,0.0,9
Andreas Kolb,0.000859106529209622,0.0,0.05215326612199692,1.3191244482230694e-05,0.037037037037037035,22
Hanane Azzag,0.004581901489117984,0.0011072680901446435,0.045931375943073637,7.859566433181939e-07,0.012733582991506816,20
Julio Hernández-Castro,0.001718213058419244,2.187482807752307e-07,0.03645516045392399,2.1576258090299185e-05,0.03767881740714783,17
Marc Francaux,0.000859106529209622,0.0,0.05695369824367974,0.00022490067317460302,0.037037037037037035,12
Diego Peluffo-Ordóñez,0.000859106529209622,0.0,0.049338786859539734,0.0008917917937680199,0.08149996545317399,12
S Saralajew,0.0020045819014891182,4.1095135044885124e-05,0.04503005849441813,4.2101971328094274e-05,0.03244239607090451,22
Paolo Milazzo,0.000859106529209622,0.00025992531732161586,0.06412033680876157,0.006496682163203877,0.06487513490109015,14
Patrick Schillinger,0.000572737686139748,0.0,0.028166663966391444,4.3651902961854466e-13,0.037037037037037035,0
Michele Donini,0.002577319587628866,0.00733524131839384,0.061776840812007044,0.12131906015510362,0.05280003386197063,5
Michiel Straat,0.00143184421534937,0.0002700774884065785,0.06160112002036401,0.00016589058967339,0.026211265343433376,9
Thomas Davies,0.001145475372279496,0.0003029709489235256,0.05209054421445392,1.412120260671527e-05,0.044580325432049546,22
F Do Nascimento,0.000859106529209622,0.0,0.029414796274579588,2.6372812677967127e-12,0.037037037037037035,24
Etienne Goffinet,0.001145475372279496,3.2812242116284614e-08,0.04150273087969188,3.2583866916323637e-08,0.04208099131377863,20
Christodoulos Hadjichristodoulou,0.000572737686139748,0.0,0.05062920808219572,1.5580393609337388e-05,0.037037037037037035,9
Raúl Casaña-Eslava,0.000859106529209622,0.0006553548409600585,0.05669278470460529,0.0005086598280281172,0.0424969082754001,10
Michael Pardowitz,0.000859106529209622,0.0,0.04035712789594078,2.386652566036616e-07,0.037037037037037035,23
Eva Blanco-Mallo,0.000572737686139748,3.377785952713482e-05,0.04565901964877421,9.447761069995608e-05,0.0633324424695073,17
Balàzs Kégl,0.00143184421534937,7.18916224767785e-05,0.040493899744600624,2.7533139305831e-06,0.039925048702535625,17
Pierre Héroux,0.000859106529209622,0.0,0.045176831827190025,5.940481936664799e-07,0.037037037037037035,11
Valerie Vaquet,0.003436426116838488,4.536621871992454e-05,0.053080009208723584,0.0019294440909843615,0.047744279548592235,23
Christian Limberg,0.000572737686139748,0.0,0.04570117384786963,1.1027907605554639e-05,0.037037037037037035,23
Pablo Escandell-Montero,0.003722794959908362,0.00010470659894657254,0.04210794751665422,0.0006078357831219161,0.06365660896473226,16
M Lange,0.001718213058419244,2.4365042880991102e-06,0.04500081819669448,4.1954111226537067e-05,0.03507866732906338,22
Dominik Mairhöfer,0.0020045819014891182,1.2304590793606732e-07,0.04430460300659091,6.107156486750596e-06,0.042538011637986727,21
Carolin Hainke,0.001145475372279496,0.0,0.05703807409292964,0.00018524173909020332,0.037037037037037035,23
Marina Tijssen,0.001718213058419244,0.0,0.0506588158062204,1.695936781922409e-05,0.03703703703703704,9
Fernando Mateo,0.003722794959908362,0.0011744540507752214,0.04851670402051912,0.0001705905598963241,0.037639639345844474,16
Federico Giannini,0.0020045819014891182,0.00017602824457886956,0.0668672906434866,0.003951189873643157,0.03920602830064628,1
André Mouraux,0.00143184421534937,0.0001470331433109595,0.058680152432607546,0.0007440101965312227,0.06134191531197575,12
Gaël De Lannoy,0.003150057273768614,0.000685720925050208,0.05713211873281905,0.00023709193965296087,0.014503701388861456,3
Alessandro Poggiali,0.001145475372279496,0.00027020881382760375,0.04881745563743978,0.0002471540682074815,0.04666374258869901,14
David Pinto,0.000572737686139748,0.0,0.038432375789102434,2.6424266245428145e-09,0.037037037037037035,15
Omar El Barraj,0.00143184421534937,0.0,0.031194301414705396,1.596070619851971e-10,0.037037037037037035,19
Nikolaos Gianniotis,0.00143184421534937,8.596807434466569e-05,0.04850312151659399,0.00011582928714583657,0.02977660814659071,18
Stephan Lorenzen,0.001145475372279496,0.0,0.033835201651649986,1.0528813790453802e-09,0.037037037037037035,18
Antonio Braga,0.001145475372279496,0.00036027841843680507,0.04376184644033184,1.282285510603663e-07,0.012345679012345678,15
Mónica Millán-Giraldo,0.002577319587628866,5.9532344612980755e-05,0.048428553475128935,0.00015002698636264113,0.05768961462325498,16
D Zühlke,0.00143184421534937,7.908792008504474e-07,0.04495994551894998,2.765276703657585e-05,0.03565330065825388,22
Saloni Dash,0.0020045819014891182,5.19527166841173e-07,0.035955826513909675,1.0365630844604775e-05,0.03487357765267369,17
Tsirizo Rabenoro,0.000859106529209622,1.4325526614859699e-06,0.05238190477922109,2.8565936840331577e-05,0.04024593888759102,20
David Saltiel,0.000286368843069874,0.0,0.03952843943811859,1.2052863249824387e-08,0.0,11
Alexander Jordan,0.000859106529209622,0.0,0.042563112653795296,2.4012545759230167e-06,0.037037037037037035,18
Alexandre Barachant,0.000859106529209622,0.0003260443124954824,0.05113729340533464,5.687179051948812e-06,0.0424969082754001,4
Carole Lartizien,0.000572737686139748,0.0,0.03180123899729694,5.234085032059215e-10,0.07407407407407407,11
Sara Kaczyńska,0.000572737686139748,0.0,0.04609022347892359,4.856697521498115e-07,0.037037037037037035,13
Mehrnoosh Vahdat,0.00143184421534937,0.0,0.049885732812344874,0.05822227845506767,0.09523149401697797,5
A Cichocki,0.000572737686139748,0.0,0.05204360169939134,1.2530282831046625e-05,0.037037037037037035,22
Anna Siri,0.000859106529209622,3.0426991766845615e-06,0.059211602890387474,0.02173597033684346,0.06172839506172839,5
Caroline König,0.00143184421534937,2.734353509690384e-07,0.04666123082609043,0.0014457396830747761,0.03622853169073652,10
Sebastian Rieger,0.000286368843069874,0.0,0.05206706237634073,8.218920150053202e-05,0.0,1
Klaus Dohmen,0.001145475372279496,0.0,0.04471626017738386,2.6683255026432913e-05,0.05306718359578246,22
Petia Koprinkova-Hristova,0.000859106529209622,4.101530264535577e-08,0.0258683314755168,1.8095235876856016e-14,0.04024593888759102,0
Arnaud Joly,0.000859106529209622,1.4765508952328077e-06,0.0532758764013757,3.4093854410420314e-06,0.04024593888759102,13
Goreti Marreiros,0.00143184421534937,0.0,0.0364398254405876,2.0875584827678068e-05,0.037037037037037035,8
Davide Rigoni,0.00286368843069874,0.00024667228049209204,0.0635558144010542,0.01976196365646733,0.03322631380800444,14
Sacha Corbugy,0.000859106529209622,0.0,0.04836771358382852,6.230534770024949e-06,0.037037037037037035,13
Robert Haschke,0.001718213058419244,0.00017251036292636635,0.04543749018024489,1.1723163533350994e-05,0.01674015592514721,23
Marco Congedo,0.002290950744558992,0.0017891695319957094,0.04416343361133667,1.6423396117495144e-05,0.016737430452175194,4
Guillaume Bernard,0.000572737686139748,2.5724719218422597e-05,0.05847220724173937,0.00044127893490695494,0.09523265150586058,12
Gustavo Vazquez,0.000572737686139748,0.0,0.044739354436997746,2.823107456864457e-07,0.037037037037037035,22
Ah Tsoi,0.001718213058419244,0.00014997123560064714,0.05893966662945187,0.004236650025573508,0.026496518398337745,6
Axel Wismüller,0.0020045819014891182,0.009525093329274958,0.06860152447328202,0.000622922145072944,0.024529705095031083,12
Alexis Lechervy,0.000572737686139748,0.0,0.024467328069096704,3.0829450369791775e-11,0.037037037037037035,11
M Sugumaran,0.00143184421534937,2.492275297961739e-05,0.05686957165838626,0.0002865799620543728,0.04031295978005488,12
Manuel Penedo,0.00143184421534937,9.023366581978269e-07,0.04036653076823713,0.00022192616910794827,0.049745153243692254,17
Stephen North,0.001718213058419244,0.0,0.05696306100847403,0.00025064423843209905,0.03703703703703704,12
Alessio Bernardo,0.0020045819014891182,0.00017602824457886956,0.0668672906434866,0.003951189873643157,0.03920602830064628,1
Alexander Gepperth,0.006586483390607102,0.003232714620083341,0.062366144729040236,0.004137945120895522,0.005020434033180997,1
Marco Ballarini,0.00143184421534937,3.229879129057607e-06,0.05858094676492773,0.003992428582093683,0.03896237814736943,14
Ian Jarman,0.000859106529209622,0.0006553548409600585,0.05669278470460529,0.0005086598280281172,0.0424969082754001,10
S Ortega-Martorell,0.001718213058419244,1.4492073601359037e-06,0.039299795861919874,5.933282764992225e-07,0.03034945171911828,22
Paul Temple,0.00143184421534937,0.0,0.05173280085317222,4.0537418440968646e-06,0.037037037037037035,13
Meriem Azami,0.000572737686139748,0.0,0.03180123899729694,5.234085032059215e-10,0.07407407407407407,11
Amauri De Souza Júnior,0.000859106529209622,2.5781047377080763e-07,0.029487388317125992,2.6917955620896665e-12,0.04024593888759102,24
Kishan Dholakia,0.001145475372279496,2.2291816987750862e-05,0.047800565611056355,1.3939552603478001e-05,0.04066296945659382,23
François Schnitzler,0.002577319587628866,0.001372803104252815,0.053638746147762775,3.4878029195716125e-06,0.015205517643708456,13
David Esteban Martínez,0.001718213058419244,2.187482807752307e-07,0.03645516045392399,2.1576258090299185e-05,0.03767881740714783,17
Niccolò Pancino,0.003150057273768614,0.00026654933738046817,0.05264453055523359,0.0012122898648132588,0.025339300418332884,6
B Walters,0.000859106529209622,5.9772967721833456e-05,0.04484357449392358,2.874935220890319e-07,0.04024593888759102,22
Gionata Zalaffi,0.000859106529209622,2.343731579734615e-08,0.03968235228063989,1.0203640174150572e-06,0.04024593888759102,6
Alberto Testolin,0.001145475372279496,1.2046780319835924e-06,0.050525853035075466,0.00927384253547701,0.03820929267814721,14
Leonardo Rodrigues,0.001145475372279496,0.0,0.02698857388539197,1.045665004970735e-11,0.05141427583139602,24
Leonardo Guiducci,0.000859106529209622,0.0,0.03966418270541982,1.0193810239944938e-06,0.037037037037037035,6
Daniel López-Sánchez,0.001145475372279496,0.0001470331433109595,0.05867021674814553,0.0007290443739173071,0.07754516749526821,12
Alessandro Sperduti,0.010882016036655213,0.018822140162852805,0.07182966420284982,0.16123718548236876,0.010195970162687673,14
Thomas Martinetz,0.003436426116838488,0.0017921636490888203,0.06149180126256389,0.0001350779759543237,0.014657156340481748,21
María Chiara,0.001718213058419244,0.0,0.037391421184261094,0.0001733877624229775,0.1150217182812986,7
Dimitrios Athanasakis,0.001145475372279496,0.0001798931174025304,0.03272632226242421,5.522517576422784e-07,0.04522684389458163,17
Mohamed Dilmi,0.00143184421534937,3.2812242116284614e-08,0.040132765822857026,3.321233328987013e-08,0.040063409603081995,20
Xilan Tian,0.000572737686139748,0.0,0.039778016314378085,1.2325382327884797e-08,0.037037037037037035,11
Oguzhan Urhan,0.000859106529209622,3.776211640781098e-05,0.05343196609322244,0.0007826867212420861,0.0424969082754001,14
Gerard Govaert,0.000572737686139748,0.0,0.04242761113193921,1.1279148325135287e-07,0.037037037037037035,2
Viktor Losing,0.000572737686139748,0.0047056856725016675,0.062478597207816,0.0001420720470350618,0.05879263155437775,23
Diego Álvarez-Estévez,0.000859106529209622,0.0,0.02964632957858894,1.0825709868220472e-06,0.0847936475965431,17
Emanuele Valle,0.002577319587628866,0.00035598516356329254,0.06688019689529966,0.004036165472919386,0.027828462341286577,1
Mark-Sebastian Bösherz,0.000859106529209622,0.0,0.057028686654797156,0.00018141059342357088,0.037037037037037035,23
Laure Soulier,0.000572737686139748,0.0,0.031848005525234147,5.027475060014845e-10,0.037037037037037035,11
Heitor Gomes,0.000859106529209622,0.0,0.05136470502735659,2.7765234303568424e-06,0.037037037037037035,23
Björn Labitzke,0.000859106529209622,0.0,0.05215326612199692,1.3191244482230694e-05,0.037037037037037035,22
Ernest Mwebaze,0.001145475372279496,2.9277163800707103e-05,0.04706047808156289,3.308558238228365e-05,0.03152619229480213,9
W Gregson,0.000859106529209622,8.965945158274771e-05,0.04483197051553209,2.9337994934404935e-07,0.0424969082754001,22
Gaëlle Milon-Harnois,0.001145475372279496,0.0,0.03458837094375599,7.167037023828733e-09,0.037037037037037035,19
Andrew Yale,0.00143184421534937,3.764384476790715e-05,0.04053653487535652,5.362436103232862e-06,0.04223830089038726,17
Andre Lemme,0.002290950744558992,1.5350660603401815e-05,0.032490042204833335,2.0274785779823066e-08,0.025392759668962785,24
Francisco Pereira,0.000859106529209622,0.0,0.02948989788208915,2.695686229626401e-12,0.037037037037037035,24
René Reinhart,0.000572737686139748,0.0,0.032269165590850024,9.756295448218376e-09,0.046663742588699,24
Fengzhen Tang,0.000859106529209622,0.0,0.048489546615525826,0.00011102874434491495,0.037037037037037035,18
Xavier Rovira,0.001145475372279496,0.00023833718931865814,0.054714400776022035,0.0005487353700476608,0.04660180692632934,10
Lima Martins,0.000859106529209622,0.0,0.03770060930416141,4.972785866934415e-08,0.037037037037037035,18
Andreu Català,0.00143184421534937,8.185663429836532e-05,0.05698179577611372,0.018010475901985824,0.046383649407569186,5
Ana Barragan-Montero,0.00143184421534937,3.007788860659423e-07,0.048166013360376354,0.0007108177183888861,0.033837108503031975,12
Minh Vu,0.000859106529209622,0.00017023005897615878,0.053956135178222904,2.455453910549766e-05,0.045705810125954094,13
Amine Chaibi,0.000572737686139748,3.2812242116284614e-08,0.04011882599450591,3.12331260689748e-08,0.06730076269748665,20
Michael Samjatin,0.00143184421534937,2.343731579734615e-08,0.03527499746661382,4.409752770011073e-08,0.03799970759220323,6
Davide Maltoni,0.000859106529209622,0.0,0.04555696819807357,0.0002647230396508802,0.037037037037037035,14
Vitor Torres,0.0020045819014891182,5.843507085081183e-05,0.043861556976525,1.749681376024341e-07,0.03749545158711618,15
Andrea Coraddu,0.000859106529209622,9.274590041558746e-05,0.059221722802007784,0.028111898308190622,0.09723894245068765,5
Aleksei Liuliakov,0.000859106529209622,5.672473701009447e-05,0.061546412098498676,0.00016793445368812467,0.052591617899936695,23
Wiebke Arlt,0.0020045819014891182,9.668220377356795e-06,0.05733062543258563,3.834899059909215e-05,0.039849162411448875,9
Dino Ienco,0.001145475372279496,3.2812242116284614e-08,0.0480457986847681,6.835410630276852e-06,0.03864148796231403,5
Stephen Alstrup,0.0020045819014891182,0.0007192443471889587,0.03789024604861099,4.985020261993858e-08,0.015873015873015872,18
Nuno Pedrosa De Barros,0.0020045819014891182,0.00010716478275178316,0.054714400776022035,0.0005560434047141685,0.039787524337511884,10
Clément Delion,0.001718213058419244,8.203060529071154e-08,0.042323964836270614,0.00010688040519163307,0.04599683440533462,12
Timothée Lesort,0.000572737686139748,0.0,0.044698955123135646,0.0001660765294565926,0.046663742588699,1
Giacomo Cignoni,0.001145475372279496,5.924432604329168e-08,0.05679500083831299,0.0006747440178490806,0.03864148796231403,14
O Holz,0.000859106529209622,0.000145300540720866,0.05209054421445392,1.3668459452175599e-05,0.045705810125954094,22
Stefan Menzel,0.000859106529209622,0.0,0.04542557683725059,1.1255888991220895e-05,0.037037037037037035,23
Daniel Schang,0.001145475372279496,0.0,0.03458837094375599,7.167037023828733e-09,0.037037037037037035,19
Antonio Cinà,0.001145475372279496,0.0,0.030797822425966362,2.1393488040892162e-11,0.037037037037037035,0
Johannes Brinkrolf,0.001718213058419244,0.0001893075252414722,0.05539669066579497,0.0008686385719474722,0.07043282958826734,23
Ashish Jadhav,0.000572737686139748,2.2291816987750862e-05,0.04778738106668701,1.3384775948857928e-05,0.05879263155437775,23
Alain Rakotomamonjy,0.002290950744558992,0.0016137060672788775,0.03984204899557865,1.1920164181892448e-06,0.01273423975072446,11
I Olier,0.000859106529209622,5.9772967721833456e-05,0.04484357449392358,2.874935220890319e-07,0.04024593888759102,22
B Maia,0.000859106529209622,0.0,0.03240193567557018,1.1827323059223313e-10,0.037037037037037035,24
Anthony Coutant,0.001718213058419244,0.000720953309576809,0.043872663980064265,3.539331878100917e-08,0.01930153232798059,20
Roberto Guzman,0.000859106529209622,3.1240995623307826e-06,0.05615985415146637,0.005448284768040248,0.05513842067074654,14
Géraldin Nanfack,0.001145475372279496,1.6952991760080382e-06,0.04618236706844562,4.780315443993664e-05,0.03638371750345156,13
Mastane Achab,0.000859106529209622,0.0,0.044687425859498,5.905884102444758e-07,0.037037037037037035,20
Margarida Julià-Sapé,0.002290950744558992,3.2812242116284616e-07,0.04669266946699199,0.0010865511220079656,0.041850389812868025,10
Samuel Suárez-Marcote,0.000572737686139748,8.444074259853864e-05,0.045653003967661074,9.401896383233926e-05,0.0633324424695073,17
Mandy Lange-Geisler,0.001145475372279496,0.0,0.04471626017738386,2.6683255026432913e-05,0.05306718359578246,22
Patrick Blöbaum,0.001145475372279496,0.0003730708727985648,0.06157922518474276,0.00016211431068775025,0.018518518518518517,23
Abolfazl Taghribi,0.001145475372279496,2.0413023794963745e-06,0.05669278470460529,2.0850656934363867e-05,0.03976697265621857,9
Mario Porrmann,0.000859106529209622,3.691377238082019e-07,0.04157742981936015,5.731725019279385e-07,0.04345484073814501,23
S Haase,0.00143184421534937,2.18096379881222e-05,0.052200406766277116,1.490472569838791e-05,0.04102608015824819,22
Barbara Corradini,0.001145475372279496,1.6406121058142307e-08,0.045218099975798974,5.065701478955265e-05,0.03864148796231403,6
Giulia Marchello,0.000572737686139748,1.749986246201846e-07,0.04500666321789161,7.322419523754168e-07,0.046663742588699,20
Edouard Couplet,0.0020045819014891182,0.0,0.0495433657584426,0.003513910139723785,0.12296827925976543,12
Tassadit Bouadi,0.00143184421534937,1.2763311601955101e-05,0.06304699783743586,0.00016374471338211085,0.03799970759220323,13
Juri Buchmüller,0.000859106529209622,0.0,0.0482801031231082,5.260646446227894e-06,0.037037037037037035,12
Erhardt Barth,0.0020045819014891182,1.2304590793606732e-07,0.04430460300659091,6.107156486750596e-06,0.042538011637986727,21
Nguyen Van Tuc,0.000572737686139748,3.2812242116284614e-08,0.04967120127788813,0.00016826604485854855,0.05341665075212623,6
Jean Barddal,0.000859106529209622,0.0,0.05136470502735659,2.7765234303568424e-06,0.037037037037037035,23
Haroldo Velho,0.0020045819014891182,5.843507085081183e-05,0.043861556976525,1.749681376024341e-07,0.03749545158711618,15
Av N -Bloco,0.00143184421534937,3.631221460868736e-05,0.036075616878141335,5.570072706333302e-09,0.0401752670439373,24
Nicolas Boria,0.000572737686139748,0.0,0.04517094252568733,5.820101946614809e-07,0.037037037037037035,11
Daniel Kopp,0.000859106529209622,0.0,0.040371233847669524,2.512912597622657e-06,0.037037037037037035,17
Maura Pintor,0.002577319587628866,1.230459079360673e-06,0.04805912622947954,0.0027746903216272502,0.027186069626376555,10
Lautaro Hickmann,0.000572737686139748,1.6406121058142305e-07,0.028166663966391444,8.80160649792887e-13,0.046663742588699,0
Alain Gély,0.000859106529209622,0.0,0.04471049033736097,5.678574260028777e-07,0.037037037037037035,20
Davide Anguita,0.009450171821305843,0.0042498702783755294,0.06700953396142864,0.5218921965603162,0.018245518877990256,5
